[00:03:04] 🚀 BMS DAILY TRACKER STARTED
[00:03:04] [1/459] FNDB
[00:03:04] 🧠 New identity
[00:03:06] [2/459] AMBH
[00:03:07] [3/459] PRHN
[00:03:08] [4/459] ACPM
[00:03:09] [5/459] PVFS
[00:03:09] [6/459] AACN
[00:03:10] [7/459] ACAS
[00:03:11] [8/459] CTNR
[00:03:12] [9/459] MMAH
[00:03:13] [10/459] CPMH
[00:03:14] [11/459] IGMH
[00:03:15] [12/459] ABCS
[00:03:16] [13/459] CMMA
[00:03:17] [14/459] GPRH
[00:03:18] [15/459] PNNG
[00:03:18] [16/459] AMCA
[00:03:20] [17/459] ISTN
[00:03:21] [18/459] PIIC
[00:03:22] [19/459] AHMH
[00:03:23] [20/459] ASHN
[00:03:24] [21/459] INHY
[00:03:24] [22/459] SRMO
[00:03:25] [23/459] PIMH
[00:03:26] [24/459] PVTS
[00:03:27] [25/459] MMCA
[00:03:28] [26/459] AKYJ
[00:03:29] [27/459] BRKH
[00:03:30] [28/459] MAHM
[00:03:31] [29/459] CPHY
[00:03:32] [30/459] PVTP
[00:03:33] [31/459] SMMR
[00:03:34] [32/459] PVHM
[00:03:35] [33/459] SNDY
[00:03:36] [34/459] GOKU
[00:03:37] [35/459] ACEV
[00:03:38] [36/459] PVUM
[00:03:39] [37/459] VSWA
[00:03:40] [38/459] IPRS
[00:03:41] [39/459] ASGN
[00:03:42] [40/459] BKMV
[00:03:43] [41/459] PVYH
[00:03:44] [42/459] INKM
[00:03:45] [43/459] ARJU
[00:03:46] [44/459] JJPP
[00:03:47] [45/459] SSRM
[00:03:48] [46/459] HMHD
[00:03:48] [47/459] SNKH
[00:03:50] [48/459] ACHI
[00:03:51] [49/459] MRAA
[00:03:52] [50/459] INMH
[00:03:52] [51/459] ARMH
[00:03:53] [52/459] DVRR
[00:03:54] [53/459] SUDA
[00:03:55] [54/459] MCSS
[00:03:56] [55/459] VRKC
[00:03:57] [56/459] PRCX
[00:03:57] [57/459] ASJY
[00:03:59] [58/459] MTHY
[00:03:59] [59/459] SRCM
[00:04:00] [60/459] TVHY
[00:04:01] [61/459] STHD
[00:04:02] [62/459] CPCL
[00:04:03] [63/459] PSMJ
[00:04:03] [64/459] MRGT
[00:04:04] [65/459] ARYH
[00:04:05] [66/459] VTRB
[00:04:06] [67/459] SCHC
[00:04:07] [68/459] MRRG
[00:04:08] [69/459] SPCB
[00:04:08] [70/459] AMCM
[00:04:09] [71/459] IVNM
[00:04:10] [72/459] TRHY
[00:04:11] [73/459] PTTH
[00:04:12] [74/459] RKMH
[00:04:13] [75/459] PRCS
[00:04:14] [76/459] VAJA
[00:04:14] [77/459] BJNG
[00:04:15] [78/459] SCVM
[00:04:16] [79/459] GNHB
[00:04:17] [80/459] TLUR
[00:04:17] [81/459] UKCC
[00:04:18] [82/459] SRKR
[00:04:19] [83/459] RMKN
[00:04:20] [84/459] SLRT
[00:04:21] [85/459] LKMT
[00:04:23] [86/459] SSRJ
[00:04:23] [87/459] SPHT
[00:04:24] [88/459] ANTT
[00:04:25] [89/459] SRCH
[00:04:26] [90/459] SRCA
[00:04:27] [91/459] ARTH
[00:04:28] [92/459] MCBH
[00:04:28] [93/459] SNIB
[00:04:29] [94/459] SART
[00:04:30] [95/459] SKTA
[00:04:30] [96/459] YAKT
[00:04:31] [97/459] MLCK
[00:04:32] [98/459] ANTS
[00:04:33] [99/459] DGCA
[00:04:33] [100/459] SGMP
[00:04:34] [101/459] ASWN
[00:04:35] [102/459] KFVU
[00:04:36] [103/459] POOR
[00:04:36] [104/459] GKDN
[00:04:37] [105/459] EOSE
[00:04:38] [106/459] GTTT
[00:04:39] [107/459] ARRO
[00:04:40] [108/459] CMMK
[00:04:41] [109/459] MSCN
[00:04:42] [110/459] GDKH
[00:04:43] [111/459] DLMT
[00:04:44] [112/459] PVMF
[00:04:45] [113/459] CPCK
[00:04:46] [114/459] VMHE
[00:04:47] [115/459] PVLC
[00:04:48] [116/459] PCVB
[00:04:49] [117/459] SNYK
[00:04:51] [118/459] KTEK
[00:04:51] [119/459] PCNM
[00:04:52] [120/459] NTTR
[00:04:53] [121/459] CPSK
[00:04:54] [122/459] JMMA
[00:04:54] [123/459] GCFK
[00:04:55] [124/459] MYCA
[00:04:57] [125/459] KSNP
[00:04:58] [126/459] PMCE
[00:04:59] [127/459] SCKI
[00:05:00] [128/459] FSMA
[00:05:00] [129/459] CETA
[00:05:01] [130/459] MCIK
[00:05:02] [131/459] MYCR
[00:05:03] [132/459] EVMP
[00:05:04] [133/459] SSGT
[00:05:05] [134/459] KCTK
[00:05:06] [135/459] ZTKC
[00:05:06] [136/459] MMTA
[00:05:07] [137/459] MAJT
[00:05:08] [138/459] ACPK
[00:05:09] [139/459] JMAX
[00:05:10] [140/459] SETK
[00:05:11] [141/459] CAIS
[00:05:12] [142/459] AGCD
[00:05:13] [143/459] URCL
[00:05:13] [144/459] VTDS
[00:05:14] [145/459] JCNM
[00:05:15] [146/459] KCAM
[00:05:16] [147/459] ADCU
[00:05:18] [148/459] GXYN
[00:05:18] [149/459] SMJG
[00:05:19] [150/459] EYCJ
[00:05:20] [151/459] CCEJ
[00:05:21] [152/459] MARS
[00:05:22] [153/459] CPVJ
[00:05:23] [154/459] INVP
[00:05:24] [155/459] CPOV
[00:05:25] [156/459] VIJK
[00:05:26] [157/459] LAIM
[00:05:26] [158/459] STHV
[00:05:27] [159/459] SVLJ
[00:05:28] [160/459] ATVJ
[00:05:29] [161/459] JTSC
[00:05:30] [162/459] RMTV
[00:05:30] [163/459] MGGG
[00:05:31] [164/459] SWTH
[00:05:32] [165/459] INVJ
[00:05:33] [166/459] PRSV
[00:05:34] [167/459] JATV
[00:05:34] [168/459] RCVD
[00:05:35] [169/459] BDMA
[00:05:36] [170/459] BLJI
[00:05:37] [171/459] SWOT
[00:05:37] [172/459] SWRN
[00:05:38] [173/459] TVRA
[00:05:39] [174/459] VCSV
[00:05:40] [175/459] NVRN
[00:05:41] [176/459] SIKC
[00:05:42] [177/459] VAKR
[00:05:43] [178/459] SYLN
[00:05:44] [179/459] KLJL
[00:05:45] [180/459] LKMY
[00:05:47] [181/459] VSLY
[00:05:48] [182/459] CIKO
[00:05:49] [183/459] GPBG
[00:05:50] [184/459] CECM
[00:05:51] [185/459] SLKB
[00:05:52] [186/459] MTBO
[00:05:53] [187/459] SSHB
[00:05:54] [188/459] VPCS
[00:05:55] [189/459] RCSR
[00:05:55] [190/459] RJRM
[00:05:56] [191/459] KPPB
[00:05:57] [192/459] SEDC
[00:05:58] [193/459] SCAI
[00:05:59] [194/459] RMTR
[00:06:00] [195/459] ASST
[00:06:01] [196/459] GCAK
[00:06:01] [197/459] ANNK
[00:06:02] [198/459] KDDF
[00:06:03] [199/459] NRDP
[00:06:04] [200/459] PLAK
[00:06:05] [201/459] GCMC
[00:06:06] [202/459] ALPY
[00:06:07] [203/459] SICE
[00:06:07] [204/459] SISR
[00:06:09] [205/459] SRPZ
[00:06:10] [206/459] SRSW
[00:06:10] [207/459] SUYA
[00:06:11] [208/459] AMMT
[00:06:12] [209/459] BHCU
[00:06:13] [210/459] KLPA
[00:06:14] [211/459] NVKH
[00:06:15] [212/459] JMRC
[00:06:16] [213/459] KTTT
[00:06:17] [214/459] MAGH
[00:06:18] [215/459] MMMX
[00:06:19] [216/459] SALJ
[00:06:20] [217/459] GTJA
[00:06:21] [218/459] MAHT
[00:06:22] [219/459] SSNN
[00:06:23] [220/459] ARRP
[00:06:23] [221/459] ATNS
[00:06:24] [222/459] SKDT
[00:06:25] [223/459] ACAT
[00:06:26] [224/459] APRC
[00:06:27] [225/459] SWAG
[00:06:28] [226/459] SDPT
[00:06:29] [227/459] STPS
[00:06:30] [228/459] WWCZ
[00:06:31] [229/459] LLCH
[00:06:32] [230/459] MZHA
[00:06:32] [231/459] CRJG
[00:06:33] [232/459] JGTK
[00:06:34] [233/459] KCSR
[00:06:35] [234/459] CHTL
[00:06:36] [235/459] EDSR
[00:06:37] [236/459] CSWO
[00:06:38] [237/459] CPVM
[00:06:39] [238/459] MXBY
[00:06:40] [239/459] FMMA
[00:06:41] [240/459] POVI
[00:06:41] [241/459] MTHB
[00:06:42] [242/459] INRC
[00:06:43] [243/459] PIPP
[00:06:44] [244/459] BMXC
[00:06:45] [245/459] PCMM
[00:06:46] [246/459] PMKM
[00:06:47] [247/459] GATY
[00:06:48] [248/459] IMCM
[00:06:49] [249/459] POPE
[00:06:50] [250/459] MTCR
[00:06:51] [251/459] PVAE
[00:06:52] [252/459] PVMI
[00:06:52] [253/459] CPNM
[00:06:53] [254/459] FMRL
[00:06:54] [255/459] MCIW
[00:06:55] [256/459] MXBO
[00:06:55] [257/459] FMKY
[00:06:56] [258/459] FMDA
[00:06:57] [259/459] THAB
[00:06:58] [260/459] PRCW
[00:06:59] [261/459] PITI
[00:07:00] [262/459] MCFF
[00:07:00] [263/459] PDDV
[00:07:01] [264/459] MCRM
[00:07:02] [265/459] KKMB
[00:07:04] [266/459] INKO
[00:07:05] [267/459] PLXP
[00:07:06] [268/459] MMHA
[00:07:07] [269/459] FMVS
[00:07:08] [270/459] POLM
[00:07:09] [271/459] STER
[00:07:09] [272/459] PVWJ
[00:07:10] [273/459] IMJW
[00:07:11] [274/459] FNAN
[00:07:12] [275/459] CAGL
[00:07:13] [276/459] IPBG
[00:07:14] [277/459] SMFV
[00:07:14] [278/459] MMMR
[00:07:16] [279/459] MMWM
[00:07:17] [280/459] FNCM
[00:07:18] [281/459] MDVA
[00:07:18] [282/459] MMET
[00:07:19] [283/459] MIDO
[00:07:20] [284/459] INNP
[00:07:21] [285/459] MIFU
[00:07:22] [286/459] MMSZ
[00:07:22] [287/459] BMXA
[00:07:23] [288/459] MCAA
[00:07:24] [289/459] SCVP
[00:07:25] [290/459] PLUS
[00:07:26] [291/459] MUCK
[00:07:26] [292/459] MTMA
[00:07:27] [293/459] HPVR
[00:07:28] [294/459] PMPK
[00:07:29] [295/459] MAJB
[00:07:30] [296/459] CTRR
[00:07:30] [297/459] MCTG
[00:07:31] [298/459] MACE
[00:07:32] [299/459] AAAS
[00:07:33] [300/459] CPVV
[00:07:34] [301/459] RCHG
[00:07:34] [302/459] MCNE
[00:07:35] [303/459] EMNC
[00:07:36] [304/459] MCAN
[00:07:37] [305/459] TCDM
[00:07:38] [306/459] IRGT
[00:07:39] [307/459] GCMG
[00:07:39] [308/459] MXSN
[00:07:40] [309/459] MXCK
[00:07:41] [310/459] MCRC
[00:07:42] [311/459] RSMI
[00:07:43] [312/459] WAML
[00:07:44] [313/459] MTSC
[00:07:45] [314/459] FMDR
[00:07:46] [315/459] LEPV
[00:07:47] [316/459] MTGD
[00:07:48] [317/459] IMOB
[00:07:48] [318/459] CLMM
[00:07:49] [319/459] PZCD
[00:07:50] [320/459] GOCS
[00:07:51] [321/459] KCMA
[00:07:52] [322/459] CCMP
[00:07:52] [323/459] MTSU
[00:07:53] [324/459] SNGL
[00:07:54] [325/459] MMMC
[00:07:55] [326/459] MMAA
[00:07:56] [327/459] GCDM
[00:07:57] [328/459] KTMV
[00:07:58] [329/459] AETE
[00:07:59] [330/459] OMCS
[00:07:59] [331/459] GDCD
[00:08:00] [332/459] NYMD
[00:08:01] [333/459] RNCV
[00:08:02] [334/459] KKMT
[00:08:03] [335/459] GDTH
[00:08:04] [336/459] KMMV
[00:08:04] [337/459] NHCG
[00:08:05] [338/459] PJDW
[00:08:07] [339/459] MMCV
[00:08:08] [340/459] FQSA
[00:08:08] [341/459] KURL
[00:08:09] [342/459] NNNX
[00:08:10] [343/459] AMAU
[00:08:11] [344/459] VVVM
[00:08:12] [345/459] VECU
[00:08:13] [346/459] WCVR
[00:08:14] [347/459] MTGG
[00:08:14] [348/459] SGTG
[00:08:15] [349/459] MNTG
[00:08:16] [350/459] JDDG
[00:08:17] [351/459] MBTK
[00:08:17] [352/459] SGCD
[00:08:18] [353/459] MCTC
[00:08:19] [354/459] JTPC
[00:08:20] [355/459] SDKT
[00:08:21] [356/459] KRCC
